"Filename","participant_id","block","Transcription","SentenceID","Keywords","NumKeywords","Keywords_perSet","PropKeywordsCorrect","NumKeywordsCorrect"
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","i told my colleague that something is wrong with the map","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.857142857142857,6
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","i told my colleague that something is wrong with the map.","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.857142857142857,6
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","i told my colleague that something is wrong with the math","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,1,7
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","i told my cling that someting is wrong with the map","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.571428571428571,4
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","i told my colleague that something is wrong with the man","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.857142857142857,6
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","i told my colleague that something is wrong with the math","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,1,7
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","something wrong","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.285714285714286,2
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","i told my colleague that something is wrong with the map.","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,0.857142857142857,6
"i_told_my_colleague_that_something_is_wrong_with_the_math.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","i told my colleague that something is wrong with the math.","ENG_ERR_TRANSCRIPTION_BASELINE_S11","told, my, colleague, something, wrong, with, math",7,114,1,7
"grandma_told_us_last_monday_that_there_is_a_rip.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","grandma told us last wednesday that things have ...","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.571428571428571,4
"grandma_told_us_last_monday_that_there_is_a_rip.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","grandma told us last monday that things are great.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","that was last days of monsalate.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.142857142857143,1
"grandma_told_us_last_monday_that_there_is_a_rip.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","grandma told us last monday that there is a race","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","grandma told us last monday that things are great","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","grandma has told us that last monday things were rave","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription",NA,"ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0,0
"grandma_told_us_last_monday_that_there_is_a_rip.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","grandma told us last money that they need grapes","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.571428571428571,4
"grandma_told_us_last_monday_that_there_is_a_rip.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","grandma told us last monday that things are rate.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","grandma told us last monday that there is a raid","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","grandma suffice last time there was rain last monday.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.571428571428571,4
"grandma_told_us_last_monday_that_there_is_a_rip.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","grandma told us last monday that things were real","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","this monday","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.142857142857143,1
"grandma_told_us_last_monday_that_there_is_a_rip.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","grandma told us last monday that there is a break","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","grandma told us last monday that there is a grape.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","grandma told them last monday","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.571428571428571,4
"grandma_told_us_last_monday_that_there_is_a_rip.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","grandma told us last monday that things have raved.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","glandma said last monday she was away","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.285714285714286,2
"grandma_told_us_last_monday_that_there_is_a_rip.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","grandma told us last monday that there is a break","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","grandma told as yesterday that they used to rain.","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.428571428571429,3
"grandma_told_us_last_monday_that_there_is_a_rip.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","last monday","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.285714285714286,2
"grandma_told_us_last_monday_that_there_is_a_rip.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","grandma told us last monday that things are great","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"grandma_told_us_last_monday_that_there_is_a_rip.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","grandma told us last monday that there is a grape","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.857142857142857,6
"grandma_told_us_last_monday_that_there_is_a_rip.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","grandma told us last monday that things have raked","ENG_ERR_TRANSCRIPTION_BASELINE_S05","grandma, told, us, last, monday, there, rip",7,114,0.714285714285714,5
"she_leaned_closer_to_look_at_the_cheek.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","local the chee","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0,0
"she_leaned_closer_to_look_at_the_cheek.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","leaning closer to look at the chip.","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.4,2
"she_leaned_closer_to_look_at_the_cheek.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","she moved closer to look at the cheap","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","closer to look at the shape","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.4,2
"she_leaned_closer_to_look_at_the_cheek.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","she leaned closer to look at the chip","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","she leaned closer to look at the chief.","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","she need closure to look at the chip","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.4,2
"she_leaned_closer_to_look_at_the_cheek.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","she leaned closer to look at the tree","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","she leaned closer to look at the sheet","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","peeling closer to the chill.","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.2,1
"she_leaned_closer_to_look_at_the_cheek.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","over the chip","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0,0
"she_leaned_closer_to_look_at_the_cheek.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","chiling closer if you look at chee","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.4,2
"she_leaned_closer_to_look_at_the_cheek.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","she lives closer to look at the","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","she leans closer to look at the cheap","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","she leaned closer to look at the cheat","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","she leaned in closer","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","she moved closer to look at the chic","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","she leaned closer to look at the chip.","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","she leaned closer to look at the chin.","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","closed her","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0,0
"she_leaned_closer_to_look_at_the_cheek.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","she didnt close her to look at the sheep","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.4,2
"she_leaned_closer_to_look_at_the_cheek.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","she leaned closer to look at the cheap","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.8,4
"she_leaned_closer_to_look_at_the_cheek.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","shady closer to look at the cheek","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0.6,3
"she_leaned_closer_to_look_at_the_cheek.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","chile closes shiloh","ENG_ERR_TRANSCRIPTION_BASELINE_S16","she, leaned, closer, look, cheek",5,114,0,0
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","the report said that he needed to have a seal.","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.571428571428571,4
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","the report said he agreed to have some appeal.","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.571428571428571,4
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","the recording said it needed to have a scenic view","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","the doctor said that he needed to have some uphill.","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.428571428571429,3
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","the report said that he agreed to have the meal","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.571428571428571,4
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","the report said that she agreed to have appealed","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.428571428571429,3
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","the people said they have some","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","born said that they needed to have some uphill","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","threco said that","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.142857142857143,1
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","... that we have needed to ..","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.142857142857143,1
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","the report said that he had need to hassen the hill","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.428571428571429,3
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","the report stated that he indeeded the wheel","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","the report said that he admitted to having seen a heel","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.857142857142857,6
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","the report said","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","the report said there is a need to send a bill","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","the report said that they needed to have","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.428571428571429,3
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","the report said that he agreeded to have a meal","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.571428571428571,4
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","to have considered to have seen a deer.","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","the report stated that he a needed to heal","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","the report said that he admitted to have some ideal.","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.714285714285714,5
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","the report say","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.142857142857143,1
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","the report said they have","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.428571428571429,3
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","the people","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0,0
"the_report_said_that_he_admitted_to_have_seen_a_heel.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","the report said","ENG_ERR_TRANSCRIPTION_BASELINE_S19","report, said, he, admitted, have, seen, heel",7,114,0.285714285714286,2
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","i am one-hundred percent sure that i felt the heat.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.833333333333333,5
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","i am 100% sure that  i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","i am one hundred percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","i am 100% sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","i am 100% sure that i saw the hill.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.166666666666667,1
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","i am one hundred percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","i am one hundred percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","i'm one hundred percent sure","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.666666666666667,4
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","i am one hundred percent sure","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.666666666666667,4
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","i am one hundred percent sure that i feld the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.833333333333333,5
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","i am one hundred percent sure i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","i am 100% sure i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","i am 100% sure that i felt the heat.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","i am 100 percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.666666666666667,4
