participant_num,participant_id,response_value,question ,stim_type,condition,nonphon_err_details,phon_err_details,answer,err_reported,err_reported_attempt,err_type_response,no_err_response,comments,coder
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,NA,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,The question does NOT need any corrections.,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,nans,first,,a,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,cow,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,I’m good — skip to the next question,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,s,secsame,,,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,NA,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,y,first,np,,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,"""make"" should be ""do""",for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,I’m good — skip to the next question,for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,s,secsame,,,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,NA,for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,The question does NOT need any corrections.,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,nans,first,,a,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,Forrest Gump,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,I’m good — skip to the next question,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,s,secsame,,,,HH 12/04
33,b028a2e367a1bbabc26f5b94a2a32824c3f44fa0c1be8dbaa27792690e1ace0b,NA,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,nans,first,,a,8/8 (passed),HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,California.,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,s,secsame,,,acheckp,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",y,first,acheckp,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"""dinter"" instead of winter. Spring.",in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,nans,first,,a,acheckp,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Tuesday.,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,nans,first,,a,acheckp,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,4,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),y,first,acheckp,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"""plant"" instead of ""planet"". Jupiter",what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),y,first,acheckp,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,butterfy instead of butterfly. caterpillar,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),y,first,acheckp,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,embers instead of members. 4,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,nans,first,,a,acheckp,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,yellow,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,s,secsame,,,,HH 12/03
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,y,first,np,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"""when the music LOUD stops"". Doesn't need word loud. Musical chairs.",what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,y,first,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"Weather ""cooled or cured""?",what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,y,secsame,p,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Cooled or cured? Not 100% sure what is being asked as the two words don't fit the sentence.,what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,y,first,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"What colors something a traffic light .. red, yellow, green.",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,y,secsame,np,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"What colors 'can have when a traffic light' when cars pull up. red, yellow, green.",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,nans,first,,a,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Coconut.,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,nans,first,,a,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Newton,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,y,first,np,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"who ""avoided"" to serve three terms. Washington",who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,nans,first,,a,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Vampires.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,nans,first,other,,"wrong choice, left blank",HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,nun,secdiff,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,nans,first,,a,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Peanuts.,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,nans,first,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Sun,what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,nun,secdiff,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA/ sun?,what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,nans,first,,a,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Pacific.,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,y,first,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"""...after they ??""",in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,nun,secdiff,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I'm not sure whether it's the accent or needs correction but I do not know the Lion King well and do not know if a name is being said or the misuse of a word.,in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,nans,first,,w,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,Cupcake,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,I’m good — skip to the next question,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,s,secsame,,,,HH 12/04
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,NA,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,,,,,,
34,b51d4f1c378d0d655d7ed7f2162710b3300420e1e6d49e0417856cadfce74ac5,The question does NOT need any corrections.,what_popular_us_chain_provides_a_happy_meal_toy_or_plush_when_kids_are_hungry_targ_20_A.wav,target,correct,have vs. be,/ʃ/ --> /s/; plush/plus,McDonald's,nans,first,,a,,HH 12/04
