participant_num,participant_id,response_value,question,stim_type,condition,nonphon_err_details,phon_err_details,answer,err_reported,err_reported_attempt,err_type_response,no_err_response,comments,coder
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I honestly didn't understand the question at all. Something about a spider?,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_clot_have_targ_06_D.wav,target,both_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_clot_have_targ_06_D.wav,target,both_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_clot_have_targ_06_D.wav,target,both_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,The question does NOT need any corrections.,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,Independence Day,nans,first,,a,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,July 4th,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,Independence Day,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,Independence Day,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,Independence Day,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_class_in_combat_targ_02_D.wav,target,both_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,knights,y,first,p,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"That CLASH in combat
 

 Think the answer is Knights",what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_class_in_combat_targ_02_D.wav,target,both_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,knights,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_class_in_combat_targ_02_D.wav,target,both_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,knights,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_class_in_combat_targ_02_D.wav,target,both_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,knights,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,nun,first,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,if_youre_on_a_pat_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,y,secdiff,p,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"If you're on A PLANE from
 

 I think its the Pacific Ocean",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,Fall,y,first,otherfill,,mentions that 'season' is pronounced as 'system',JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"SEASON not SYSTEM
 

 answer is fall",which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,Fall,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,Fall,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,Fall,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,The question does NOT need any corrections.,if_i_consider_leaving_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_B.wav,target,phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,nans,first,,w,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,24 mins,if_i_consider_leaving_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_B.wav,target,phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,if_i_consider_leaving_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_B.wav,target,phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,if_i_consider_leaving_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_B.wav,target,phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,The question does NOT need any corrections.,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,nans,first,,a,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,Scooby Doo,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,,,,,,
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,s,secsame,,,,JB_1205
1,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),y,first,acheckp,,attention check passed (7/8 correct),JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Should be planet instead of plant; Jupiter,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,Jupiter (planet),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,nans,first,,a,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,California,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),y,first,acheckf,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I dont know what that third word is. She said butterfye instead of butter fly; Catepillar,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,caterpillar (butterfly),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",y,first,acheckp,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Said Dinter instead of Winter; Spring,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),y,first,acheckp,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"Members*, BEETles*; 4",how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,nans,first,,a,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,yellow,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,yellow,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,nans,first,,a,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,4,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,nans,first,,a,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,tuesday,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,s,secsame,,,,JB_1204
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Cinnamon Roll,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,cinnamon roll,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,Egypt,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Egypt,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,Egypt,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,Egypt,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,Egypt,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,y,first,otherp,,mentions need for pause after 'MacBook',JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,There needs to be like a pause between Macbook and then the definition of it; Apple,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,mouse,y,first,otherfill,,says that answer is mentioned in question (Minnie Mouse),JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,May be me being picky but the anwser is in the question (mouse); mouse,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,mouse,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,mouse,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,mouse,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,y,first,otherfill,,mentions error in pronunciation of 'moo',JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Should be more like mOUUUU instead of Mohhh(This is a cow mooing); cow.,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,y,first,otherp,,mentions need for prosodic pauses,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,This sentence on paper would have commas and cause of that it needs pauses; dmv,where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Forest Gump,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The peanuts,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Vampires,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,y,secdiff,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,That third word is tricky to make out.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Sun,what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,The question does NOT need any corrections.,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,nans,first,,a,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,Brain,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,,,,,,
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,I’m good — skip to the next question,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,s,secsame,,,,JB_1205
2,0ca17763e765e4e65a0c2352eb97c89b5556a9decadd55dab22752af4320c557,NA,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,the brain,,,,,,
