participant_num,participant_id,response_value,question,stim_type,condition,nonphon_err_details,phon_err_details,err_reported,err_reported_num,err_type_response,no_err_response,comments,coder
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,there is no WHAT before the question,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,The question does NOT need any corrections.,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,nans,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,Coconut,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,The question does NOT need any corrections.,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,nans,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,Fall,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,The question does NOT need any corrections.,what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,nans,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,Michael Jackson,what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,nun,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,cant understand question. NA,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,The question needs to be CORRECTED.,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,y,,othernp,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,confusing phrasing. using the wrong words. but answer is North Pole,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,nun,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,NA,in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,,,,,,
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,The question does NOT need any corrections.,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,nans,,,,,FB_1108
4,1050ff51dd23dd08b1ea5ff356372665b1a0c04cec0b4147e2b40cc4410fca74,Egypt,in_what_country_would_you_find_landmarks_like_the_pyramids_of_giza_and_great_sphinx_fill_24.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,nans,,,a,FAILED ATTENTION CHECKS (4/8 correct),FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,4,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,nans,,,a,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,California,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,nans,,,a,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Tuesday,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,nans,,,a,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Yellow,what_color_is_a_typical_school_bus_fill_28.wav,att_check_good,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,nans,,acheckf,,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Spring,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,nans,,acheckf,,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Catepillar,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,nun,,acheckf,,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,nans,,acheckf,,,FB_1108
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,4,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,for_what_pink_ice_cream_flavor_wheel_companies_make_their_best_to_use_real_fruit_targ_01_D.wav,target,both_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_term_refers_to_armored_men_who_enjoyed_carrying_medieval_swords_that_clash_in_combat_targ_02_A.wav,target,correct,infinitive vs. participle,/ʃ/ --> /s/; clash/class,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Knights,what_term_refers_to_armored_men_who_enjoyed_carrying_medieval_swords_that_clash_in_combat_targ_02_A.wav,target,correct,infinitive vs. participle,/ʃ/ --> /s/; clash/class,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_scottish_actor_first_played_james_bond_wearing_guilts_to_red_carpets_when_he_was_32_years_old_targ_03_B.wav,target,phon_err,have vs. be,/k/ --> /g/; kilt/guilt,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,which_scottish_actor_first_played_james_bond_wearing_guilts_to_red_carpets_when_he_was_32_years_old_targ_03_B.wav,target,phon_err,have vs. be,/k/ --> /g/; kilt/guilt,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_neil_armstrong_say_during_his_very_first_steps_on_the_moon_targ_04_C.wav,target,non_phon_err,no aux verbs in questions (lack of do support),/v/ --> /b/; very/berry,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_neil_armstrong_say_during_his_very_first_steps_on_the_moon_targ_04_C.wav,target,non_phon_err,no aux verbs in questions (lack of do support),/v/ --> /b/; very/berry,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_kind_of_weather_cooed_cooled_occur_when_is_raining_and_below_freezing_targ_05_D.wav,target,both_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Snow,what_kind_of_weather_cooed_cooled_occur_when_is_raining_and_below_freezing_targ_05_D.wav,target,both_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_legs_does_a_canadian_garden_spider_whose_silk_can_make_cloth_have_targ_06_A.wav,target,correct,adj/noun order,/θ/ --> /t/; cloth/clot,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,how_many_legs_does_a_canadian_garden_spider_whose_silk_can_make_cloth_have_targ_06_A.wav,target,correct,adj/noun order,/θ/ --> /t/; cloth/clot,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_childrens_game_makes_people_seat_down_quickly_when_the_loud_music_stops_targ_07_B.wav,target,phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Musical Chairs,what_childrens_game_makes_people_seat_down_quickly_when_the_loud_music_stops_targ_07_B.wav,target,phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,because_is_important_to_honor_the_irish_saint_what_holiday_occurs_on_march_17th_targ_08_C.wav,target,non_phon_err,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,St Patrick's Day,because_is_important_to_honor_the_irish_saint_what_holiday_occurs_on_march_17th_targ_08_C.wav,target,non_phon_err,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,if_laundry_service_will_gum_in_five_days_and_todays_thursday_when_are_they_making_laundry_next_targ_09_D.wav,target,both_err,make vs. other verb,/k/ --> /g/; come/gum,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Tuesday,if_laundry_service_will_gum_in_five_days_and_todays_thursday_when_are_they_making_laundry_next_targ_09_D.wav,target,both_err,make vs. other verb,/k/ --> /g/; come/gum,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,who_did_americans_vote_for_to_be_their_first_president_who_avoided_serving_three_terms_targ_10_A.wav,target,correct,infinitive vs. participle,/v/ --> /b/; vote/boat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,George Washington,who_did_americans_vote_for_to_be_their_first_president_who_avoided_serving_three_terms_targ_10_A.wav,target,correct,infinitive vs. participle,/v/ --> /b/; vote/boat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_colors_can_be_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_B.wav,target,phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_colors_can_be_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_B.wav,target,phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,if_youre_on_a_path_from_california_to_hawaii_which_ocean_you_go_through_targ_12_C.wav,target,non_phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Pacific Ocean,if_youre_on_a_path_from_california_to_hawaii_which_ocean_you_go_through_targ_12_C.wav,target,non_phon_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question needs to be CORRECTED.,what_supplies_you_need_to_neat_a_scarf_targ_13_D.wav,target,both_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"Needles and Thread; I think the question should be ""to make/sew a scarf"". Supplies should also be plural.",what_supplies_you_need_to_neat_a_scarf_targ_13_D.wav,target,both_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question needs to be CORRECTED.,what_city_have_people_rushed_to_tour_to_see_where_the_us_government_does_business_targ_14_A.wav,target,correct,make vs. other verb,/ʃ/ --> /s/; rushed/rust,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Washington DC; I think there is a grammatical error in there,what_city_have_people_rushed_to_tour_to_see_where_the_us_government_does_business_targ_14_A.wav,target,correct,make vs. other verb,/ʃ/ --> /s/; rushed/rust,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_eating_during_christmas_targ_15_B.wav,target,phon_err,infinitive vs. participle,/k/ --> /g/; cane/gain,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Red and White,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_eating_during_christmas_targ_15_B.wav,target,phon_err,infinitive vs. participle,/k/ --> /g/; cane/gain,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,DMV,where_do_people_get_drivers_licenses_since_is_required_as_valid_id_to_drive_targ_16_C.wav,target,non_phon_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,how_many_days_wooed_wooled_my_bike_tandem_be_gone_if_someone_borrows_it_for_july_targ_17_D.wav,target,both_err,adj/noun order,/ʊ/ --> /u/; would/wooed,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,31,how_many_days_wooed_wooled_my_bike_tandem_be_gone_if_someone_borrows_it_for_july_targ_17_D.wav,target,both_err,adj/noun order,/ʊ/ --> /u/; would/wooed,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,when_you_are_hot_what_device_measures_body_temperature_in_both_celsius_and_fahrenheit_targ_18_A.wav,target,correct,have vs. be,/θ/ --> /t/; both/boat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Thermometer,when_you_are_hot_what_device_measures_body_temperature_in_both_celsius_and_fahrenheit_targ_18_A.wav,target,correct,have vs. be,/θ/ --> /t/; both/boat,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_big_star_in_our_solar_system_can_steal_be_visible_when_it_is_cloudy_targ_19_B.wav,target,phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question needs to be CORRECTED.,what_popular_us_chain_provides_a_happy_meal_toy_or_plush_when_kids_have_hungry_targ_20_C.wav,target,non_phon_err,have vs. be,/ʃ/ --> /s/; plush/plus,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"McDonald's; It should be ""when kids are hungry"" or ""when kids have hunger""",what_popular_us_chain_provides_a_happy_meal_toy_or_plush_when_kids_have_hungry_targ_20_C.wav,target,non_phon_err,have vs. be,/ʃ/ --> /s/; plush/plus,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_lion_king_who_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_D.wav,target,both_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,in_the_lion_king_who_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_D.wav,target,both_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question needs to be CORRECTED.,if_a_hardworking_janitor_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_A.wav,target,correct,adj/noun order,/v/ --> /b/; vent/bent,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"120 seconds; 5-minutes is plural, so it should have a 's' at the end of minutes.",if_a_hardworking_janitor_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_A.wav,target,correct,adj/noun order,/v/ --> /b/; vent/bent,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Apple,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_do_homework_targ_23_B.wav,target,phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,if_i_consider_to_leave_work_after_the_fourth_hour_how_many_minutes_would_that_be_targ_24_C.wav,target,non_phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,160 minutes,if_i_consider_to_leave_work_after_the_fourth_hour_how_many_minutes_would_that_be_targ_24_C.wav,target,non_phon_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,A,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Simon Cowell,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Spongebob,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Halloween,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_is_the_name_of_the_video_game_character_who_is_a_traveling_italian_plumber_fill_08.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Mario,what_is_the_name_of_the_video_game_character_who_is_a_traveling_italian_plumber_fill_08.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Mouse,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Scooby Doo,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,The question does NOT need any corrections.,which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,Subway,which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,,,,,,
5,13e3c34f715fbfd4525ad43cd301f5a1fdcc749d43775dda84e8a7409a665498,NA,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,,,,,,
